0,this,0.940000,1.070000,1
0,was,1.070000,1.240000,1
0,easy,1.240000,1.510000,1
0,for,1.510000,1.730000,1
0,us,1.730000,2.090000,1
0,jane,3.460000,3.770000,2
0,may,3.770000,3.980000,2
0,earn,3.980000,4.110000,2
0,more,4.110000,4.380000,2
0,money,4.380000,4.650000,2
0,by,4.650000,4.840000,2
0,working,4.840000,5.220000,2
0,hard,5.220000,5.580000,2
0,she,7.580000,7.750000,3
0,is,7.750000,7.900000,3
0,thinner,7.950000,8.240000,3
0,than,8.240000,8.410000,3
0,i,8.410000,8.570000,3
0,am,8.570000,8.930000,3
0,bright,10.520000,10.760000,4
0,sunshine,10.810000,11.360000,4
0,shimmers,11.360000,11.710000,4
0,on,11.710000,11.860000,4
0,the,11.860000,12.020000,4
0,ocean,12.020000,12.490000,4
0,nothing,14.410000,14.810000,5
0,is,14.810000,14.910000,5
0,as,14.910000,15.070000,5
0,offensive,15.070000,15.620000,5
0,as,15.620000,15.740000,5
0,innocence,15.740000,16.500000,5
1,yell,1.015420,1.275420,6
1,or,1.275420,1.385420,6
1,worry,1.385420,1.755420,6
1,over,1.755420,1.985420,6
1,silly,1.985420,2.355420,6
1,items,2.355420,3.005420,6
1,where,4.495420,4.715420,7
1,were,4.715420,4.905420,7
1,you,4.905420,5.045420,7
1,while,5.045420,5.225420,7
1,we,5.225420,5.385420,7
1,were,5.385420,5.545420,7
1,away,5.545420,5.935420,7
1,are,8.125420,8.165420,8
1,your,8.165420,8.355420,8
1,grades,8.355420,8.695420,8
1,higher,8.795420,9.215420,8
1,or,9.215420,9.385420,8
1,lower,9.385420,9.725420,8
1,than,9.725420,9.915420,8
1,nancy's,9.915420,10.285420,8
1,he,10.285420,10.505420,9
1,will,12.735420,13.015420,9
1,allow,13.015420,13.365420,9
1,a,13.365420,13.475420,9
1,rare,13.475420,13.775420,9
1,lie,13.775420,14.145420,9
1,will,15.545420,15.715420,10
1,robin,15.745420,16.145420,10
1,wear,16.145420,16.365420,10
1,a,16.365420,16.445420,10
1,yellow,16.445420,16.745420,10
1,lily,16.745420,17.205420,10
2,swing,0.928549,1.098549,11
2,your,1.098549,1.248549,11
2,arm,1.248549,1.548549,11
2,as,1.548549,1.688549,11
2,high,1.688549,1.888549,11
2,as,1.888549,2.088549,11
2,you,2.088549,2.178549,11
2,can,2.178549,2.578549,11
2,before,4.278549,4.668549,12
2,thursday's,4.668549,5.158549,12
2,exam,5.188549,5.618549,12
2,review,5.618549,5.908549,12
2,every,5.908549,6.208549,12
2,formula,6.208549,6.828549,12
2,the,8.628549,8.688549,13
2,museum,8.688549,9.158549,13
2,hires,9.158549,9.508549,13
2,musicians,9.508549,10.128549,13
2,every,10.128549,10.398549,13
2,evening,10.398549,10.938549,13
2,a,12.798549,12.898549,14
2,roll,12.898549,13.128549,14
2,of,13.128549,13.288549,14
2,wire,13.288549,13.618549,14
2,lay,13.618549,13.788549,14
2,near,13.788549,14.028549,14
2,the,14.028549,14.148549,14
2,wall,14.148549,14.518549,14
2,carl,16.358549,16.648549,15
2,lives,16.678549,16.948549,15
2,in,16.948549,17.038549,15
2,a,17.038549,17.158549,15
2,lively,17.158549,17.608549,15
2,home,17.608549,17.958549,15
3,alimony,1.009002,1.269002,16
3,harms,1.269002,1.629002,16
3,a,1.629002,1.739002,16
3,divorced,1.739002,2.279002,16
3,man's,2.279002,2.609002,16
3,wealth,2.649002,2.959002,16
3,she,4.519002,4.649002,17
3,wore,4.649002,4.969002,17
3,warm,4.969002,5.309002,17
3,fleecy,5.309002,5.729002,17
3,woolen,5.729002,6.069002,17
3,overalls,6.069002,6.709002,17
3,alfalfa,8.429002,8.969002,18
3,is,8.999002,9.119002,18
3,healthy,9.119002,9.489002,18
3,for,9.489002,9.659002,18
3,you,9.659002,9.919002,18
3,when,11.599002,11.849002,19
3,all,11.849002,12.049002,19
3,else,12.049002,12.299002,19
3,fails,12.299002,12.759002,19
3,use,12.759002,12.929002,19
3,force,12.929002,13.519002,19
3,although,14.939002,15.219002,20
3,always,15.219002,15.639002,20
3,alone,15.639002,16.109002,20
3,we,16.109002,16.219002,20
3,survive,16.219002,16.819002,20
4,only,0.960680,1.100680,21
4,lawyers,1.100680,1.470680,21
4,love,1.520680,1.690680,21
4,millionaires,1.690680,2.450680,21
4,did,4.000680,4.200680,22
4,dad,4.200680,4.460680,22
4,do,4.460680,4.590680,22
4,academic,4.590680,5.100680,22
4,bidding,5.190680,5.670680,22
4,help,7.250680,7.490680,23
4,greg,7.490680,7.760680,23
4,to,7.760680,7.870680,23
4,pick,7.870680,8.090680,23
4,a,8.090680,8.160680,23
4,peck,8.160680,8.380680,23
4,of,8.380680,8.500680,23
4,potatoes,8.500680,9.260680,23
4,a,11.070680,11.160680,24
4,good,11.160680,11.350680,24
4,attitude,11.350680,11.820680,24
4,is,11.850680,11.960680,24
4,unbeatable,11.960680,12.690680,24
4,coconut,14.420680,14.880680,25
4,cream,14.880680,15.180680,25
4,pie,15.180680,15.450680,25
4,makes,15.450680,15.680680,25
4,a,15.680680,15.720680,25
4,nice,15.720680,16.010680,25
4,dessert,16.070680,16.520680,25
5,do,0.974807,1.164807,26
5,charlie's,1.164807,1.704807,26
5,dirty,1.704807,2.014807,26
5,dishes,2.014807,2.634807,26
5,help,4.044807,4.244807,27
5,celebrate,4.274807,4.714807,27
5,your,4.714807,4.834807,27
5,brother's,4.834807,5.174807,27
5,success,5.174807,5.884807,27
5,only,8.104807,8.334807,28
5,the,8.334807,8.444807,28
5,most,8.444807,8.664807,28
5,accomplished,8.664807,9.224807,28
5,artists,9.224807,9.684807,28
5,obtain,9.684807,10.034807,28
5,popularity,10.034807,10.934807,28
5,critical,13.084807,13.474807,29
5,equipment,13.474807,14.044807,29
5,needs,14.044807,14.254807,29
5,proper,14.324807,14.664807,29
5,maintenance,14.664807,15.434807,29
5,young,17.504807,17.764807,30
5,people,17.764807,18.104807,30
5,participate,18.104807,18.804807,30
5,in,18.804807,18.884807,30
5,athletic,18.884807,19.374807,30
5,activities,19.374807,20.174807,30
6,barb's,1.051723,1.311723,31
6,gold,1.311723,1.541723,31
6,bracelet,1.581723,1.861723,31
6,was,1.861723,1.951723,31
6,a,1.951723,1.991723,31
6,graduation,1.991723,2.651723,31
6,present,2.651723,3.161723,31
6,stimulating,5.241723,5.881723,32
6,discussions,5.911723,6.581723,32
6,keep,6.581723,6.821723,32
6,students',6.821723,7.231723,32
6,attention,7.231723,7.921723,32
6,etiquette,10.131723,10.501723,33
6,mandates,10.501723,10.981723,33
6,compliance,10.981723,11.571723,33
6,with,11.571723,11.701723,33
6,existing,11.701723,12.201723,33
6,regulations,12.201723,13.121723,33
6,biblical,15.301723,15.721723,34
6,scholars,15.721723,16.181723,34
6,argue,16.211723,16.491723,34
6,history,16.491723,17.141723,34
6,elderly,18.941723,19.351723,35
6,people,19.351723,19.671723,35
6,are,19.671723,19.791723,35
6,often,19.791723,20.151723,35
6,excluded,20.151723,20.851723,35
7,basketball,0.966236,1.386236,36
7,can,1.386236,1.526236,36
7,be,1.526236,1.646236,36
7,an,1.646236,1.746236,36
7,entertaining,1.746236,2.396236,36
7,sport,2.396236,2.866236,36
7,addition,4.876236,5.326236,37
7,and,5.416236,5.576236,37
7,subtraction,5.576236,6.186236,37
7,are,6.186236,6.216236,37
7,learned,6.216236,6.446236,37
7,skills,6.446236,7.016236,37
7,grandmother,9.196236,9.676236,38
7,outgrew,9.676236,10.196236,38
7,her,10.196236,10.336236,38
7,upbringing,10.336236,10.746236,38
7,in,10.746236,10.876236,38
7,petticoats,10.876236,11.706236,38
7,at,14.186236,14.356236,39
7,twilight,14.356236,14.816236,39
7,on,14.816236,14.926236,39
7,the,14.926236,14.996236,39
7,twelfth,14.996236,15.336236,39
7,day,15.406236,15.616236,39
7,we'll,15.616236,15.786236,39
7,have,15.786236,16.006236,39
7,chablis,16.006236,16.526236,39
7,catastrophic,18.926236,19.666236,40
7,economic,19.666236,20.236236,40
7,cutbacks,20.236236,20.786236,40
7,neglect,20.786236,21.196236,40
7,the,21.196236,21.286236,40
7,poor,21.286236,21.666236,40
8,ambidextrous,1.005850,1.565850,41
8,pickpockets,1.565850,2.215850,41
8,accomplish,2.245850,2.775850,41
8,more,2.775850,3.065850,41
8,even,5.035850,5.215850,42
8,a,5.215850,5.325850,42
8,simple,5.325850,5.615850,42
8,vocabulary,5.615850,6.415850,42
8,contains,6.415850,6.875850,42
8,symbols,6.875850,7.525850,42
8,the,9.185850,9.275850,43
8,eastern,9.275850,9.675850,43
8,coast,9.675850,10.015850,43
8,is,10.015850,10.125850,43
8,a,10.125850,10.195850,43
8,place,10.195850,10.495850,43
8,for,10.495850,10.635850,43
8,pure,10.635850,10.955850,43
8,pleasure,10.955850,11.375850,43
8,and,11.375850,11.515850,43
8,excitement,11.515850,12.155850,43
8,the,15.045850,15.135850,44
8,lack,15.165850,15.385850,44
8,of,15.385850,15.505850,44
8,heat,15.505850,15.785850,44
8,compounded,15.785850,16.325850,44
8,the,16.325850,16.415850,44
8,tenant's,16.415850,16.855850,44
8,grievances,16.855850,17.615850,44
8,academic,20.105850,20.605850,45
